EEG1,EEG2,EEG3,EEG4,EEG5,EEG6,EEG7,EEG8
-13317.4,-11575,-12039.2,-16389.8,2316.8,5232.1,4003.3,4154.7
-13318.9,-11577,-12036.1,-16390,2318.2,5234.6,4006.7,4158.1
-13316.2,-11578.5,-12034.1,-16390.9,2318.3,5236.5,4010.3,4158.5
-13312.6,-11575.4,-12031.2,-16389.4,2320.5,5236.9,4009.2,4155
-13312.9,-11574.9,-12032.7,-16391.7,2320.2,5236.3,4008.7,4155.5
-13312.6,-11573.4,-12033.7,-16392.6,2318.3,5235,4004.8,4155.4
-13314.8,-11574,-12036.6,-16390.1,2318.6,5236,4003.6,4158.7
-13315.1,-11575.7,-12038.6,-16385.8,2324.7,5243.5,4011.6,4170.2
-13311.7,-11576.9,-12036.2,-16384.6,2324.2,5245.3,4015.9,4170.4
-13309.2,-11572.9,-12036.3,-16385,2322.5,5243.3,4013.4,4166.5
-13308.6,-11571.2,-12035.9,-16386.4,2322,5243.5,4011.8,4167.2
-13307.4,-11572.4,-12035.4,-16386.2,2325.2,5245.5,4015,4167.2
-13307.4,-11572.1,-12035.2,-16385,2326,5246.4,4016.3,4163.6
-13310,-11571.4,-12035.3,-16384.1,2327.6,5246.3,4015.7,4162.6
-13311.7,-11570.4,-12037.3,-16386.4,2327.9,5245.9,4016.9,4163.1
-13313.2,-11573.1,-12040.9,-16390.8,2327.6,5249.3,4024.8,4169.8
-13315,-11571,-12038.4,-16390.4,2326.5,5250.3,4025.5,4167.9
-13312.9,-11567.5,-12036,-16388.6,2325,5247.1,4020.4,4161.6
-13309.6,-11566,-12036.2,-16386.8,2323,5242.5,4013.9,4156.7
-13309.4,-11567.3,-12037.8,-16386.4,2317.2,5235.1,4004.6,4148
-13308.7,-11567.7,-12037.4,-16386.6,2315.6,5230.9,3998.8,4144.6
-13310.5,-11573.5,-12037.4,-16389.5,2316.8,5231.3,4000,4150.4
-13312.9,-11574.3,-12038.6,-16387,2316.5,5231.9,4000.2,4151.5
